NO,DISTRIK,RESORT,HURIA,Total Input Januari 2023,Total Terima Januari 2023,Target Januari 2023,% Januari 2023,Total Input Februari 2023,Total Terima Februari 2023,Target Februari 2023,% Februari 2023,Total Input Maret 2023,Total Terima Maret 2023,Target Maret 2023,% Maret 2023,Total Input April 2023,Total Terima April 2023,Target April 2023,% April 2023,Total Input Mei 2023,Total Terima Mei 2023,Target Mei 2023,% Mei 2023,Total Input Juni 2023,Total Terima Juni 2023,Target Juni 2023,% Juni 2023,Total Input Juli 2023,Total Terima Juli 2023,Target Juli 2023,% Juli 2023,Total Input Agustus 2023,Total Terima Agustus 2023,Target Agustus 2023,% Agustus 2023,Total Input September 2023,Total Terima September 2023,Target September 2023,% September 2023,Total Input Oktober 2023,Total Terima Oktober 2023,Target Oktober 2023,% Oktober 2023,Total Input November 2023,Total Terima November 2023,Target November 2023,% November 2023,Total Input Desember 2023,Total Terima Desember 2023,Target Desember 2023,% Desember 2023,Total Input Januari 2024,Total Terima Januari 2024,Target Januari 2024,% Januari 2024,Total Input Februari 2024,Total Terima Februari 2024,Target Februari 2024,% Februari 2024,Total Input Maret 2024,Total Terima Maret 2024,Target Maret 2024,% Maret 2024,Total Input April 2024,Total Terima April 2024,Target April 2024,% April 2024,Total Input Mei 2024,Total Terima Mei 2024,Target Mei 2024,% Mei 2024,Total Input Juni 2024,Total Terima Juni 2024,Target Juni 2024,% Juni 2024,Total Input Juli 2024,Total Terima Juli 2024,Target Juli 2024,% Juli 2024
865,Distrik V Sumatera Timur,Resort HKBP Hataran Jawa,Huria HKBP Sinta Nauli,2094950,2094950,3069000,68.26164875,1747900,1747900,3069000,56.95340502,1093400,1093400,3069000,35.62724014,1687400,1687400,3069000,54.98207885,1627725,1627725,3069000,53.03763441,1615350,1615350,3069000,52.6344086,1594450,1594450,3069000,51.95340502,966350,966350,3069000,31.4874552,2267650,2267650,3069000,73.88888889,1132450,1132450,3069000,36.89964158,1967900,1967900,3069000,64.1218638,2976600,2976600,3069000,96.98924731,1266650,1266650,1901031,66.62963413,840950,840950,1901031,44.23652218,2313850,2313850,1901031,121.7155323,1469600,1469600,1901031,77.30542006,2066350,2066350,1901031,108.6962811,2640550,2640550,1901031,138.9009438,1246850,1246850,1901031,65.58809404
866,Distrik V Sumatera Timur,Resort HKBP Marturia Tigaras,Huria HKBP Tigaras,6761700,6761700,7672500,88.12903226,5539050,5539050,7672500,72.19354839,5098500,5098500,7672500,66.4516129,5961450,5961450,7672500,77.69892473,6762250,6762250,7672500,88.13620072,6582400,6582400,7672500,85.7921147,6514750,6514750,7672500,84.91039427,3576650,3576650,7672500,46.61648746,5378450,5378450,7672500,70.10035842,5236000,5236000,7672500,68.2437276,5377900,5377900,7672500,70.09318996,14642100,14642100,7672500,190.8387097,6428950,6428950,6995824,91.89696596,4014450,4014450,6995824,57.38351908,6369550,6369550,6995824,91.047888,6837600,6837600,6995824,97.73830788,6002700,6002700,6995824,85.80404538,8111950,8111950,6995824,115.9541749,6149825,6149825,6995824,87.90708571
867,Distrik V Sumatera Timur,Resort HKBP Marturia Tigaras,Huria HKBP Salbe,3716086,3716086,6138000,60.54229391,2261325,2261325,6138000,36.84139785,3183950,3183950,6138000,51.87275986,3703700,3703700,6138000,60.34050179,2759900,2759900,6138000,44.96415771,3657225,3657225,6138000,59.58333333,4865921,4865921,6138000,79.27535028,3257650,3257650,6138000,53.0734767,2829475,2829475,6138000,46.09767025,3499650,3499650,6138000,57.01612903,2923800,2923800,6138000,47.6344086,6828250,6828250,6138000,111.2455197,4194300,4194300,4005375,104.7167868,2920500,2920500,4005375,72.91452111,3678400,3678400,4005375,91.83659458,3894000,3894000,4005375,97.21936148,3941300,3941300,4005375,98.40027463,5665550,5665550,4005375,141.4486783,4020500,4020500,4005375,100.3776176
868,Distrik V Sumatera Timur,Resort HKBP Marturia Tigaras,Huria HKBP Parbalohan,3730650,3730650,6138000,60.77956989,2721950,2721950,6138000,44.34587814,2651000,2651000,6138000,43.18996416,2921050,2921050,6138000,47.58960573,3025550,3025550,6138000,49.2921147,3034900,3034900,6138000,49.44444444,2573450,2573450,6138000,41.9265233,2294600,2294600,6138000,37.38351254,2464550,2464550,6138000,40.15232975,2788500,2788500,6138000,45.43010753,2262150,2262150,6138000,36.85483871,5916350,5268450,6138000,85.83333333,3354450,3354450,3426573,97.89518566,1963500,1963500,3426573,57.30214999,2795650,2795650,3426573,81.58734689,2311100,2311100,3426573,67.44639615,2566850,2566850,3426573,74.91012157,2735700,2735700,3426573,79.83778545,2444200,2444200,3426573,71.33074357
869,Distrik V Sumatera Timur,Resort HKBP Marturia Tigaras,Huria HKBP Nazaret Sipintuangin,4215200,4215200,6138000,68.67383513,3683900,3683900,6138000,60.01792115,2665300,2665300,6138000,43.42293907,2426600,2426600,6138000,39.53405018,1669800,1669800,6138000,27.20430108,1551000,1551000,6138000,25.2688172,1297725,1297725,6138000,21.14247312,3142975,1804550,6138000,29.39964158,0,0,6138000,0,0,0,6138000,0,718850,718850,6138000,11.71146953,4674450,4674450,6138000,76.15591398,3077250,3077250,2789718,110.3068482,2836900,2836900,2789718,101.6912821,3721850,3721850,2789718,133.4131263,3059650,3059650,2789718,109.6759601,2919950,2919950,2789718,104.6682855,4418975,4418975,2789718,158.4022113,3571975,3571975,2789718,128.0407195
870,Distrik V Sumatera Timur,Resort HKBP Setia Negara,Huria HKBP Setia Negara,25236200,25236200,36828000,68.52449223,17068700,17068700,36828000,46.34707288,20706950,20706950,36828000,56.22610514,34266650,34266650,36828000,93.04510155,25213100,25213100,36828000,68.46176822,20916500,20916500,36828000,56.79510155,24254450,24254450,36828000,65.85872162,21006150,21006150,36828000,57.03853047,22925100,22925100,36828000,62.24910394,28568100,28568100,36828000,77.57168459,17658850,17658850,36828000,47.9495221,47457300,47457300,36828000,128.8620072,23534500,23534500,27809691,84.6269741,18240750,18240750,27809691,65.59134368,35414500,35414500,27809691,127.3458954,29652700,29652700,27809691,106.6272185,29483300,29483300,27809691,106.0180784,33854700,33854700,27809691,121.7370592,26890050,26890050,27809691,96.69309163
871,Distrik V Sumatera Timur,Resort HKBP Setia Negara,Huria HKBP Nagori Bosar,2283050,2283050,3069000,74.390681,1921150,1921150,3069000,62.59856631,2001450,2001450,3069000,65.21505376,2746700,2746700,3069000,89.49820789,1961850,1961850,3069000,63.92473118,1587575,1587575,3069000,51.72939068,1721500,1721500,3069000,56.09318996,2018500,2018500,3069000,65.77060932,2284150,2284150,3069000,74.4265233,2497000,2497000,3069000,81.36200717,1586750,1586750,3069000,51.70250896,3731475,3311550,3069000,107.9032258,1977250,1977250,2359173,83.81114908,1357950,1357950,2359173,57.56042478,2024825,2024825,2359173,85.82774557,2522025,2522025,2359173,106.9029274,2320450,2320450,2359173,98.35861974,2208800,2208800,2359173,93.62602912,1763300,1763300,2359173,74.74229317
872,Distrik V Sumatera Timur,Resort HKBP Siantar Timur,Huria HKBP Siantar Timur,19001950,19001950,36828000,51.59647551,13944700,13944700,36828000,37.86439665,21221750,21221750,36828000,57.6239546,26874100,26874100,36828000,72.97192354,23588950,23588950,36828000,64.05167264,22740300,22740300,36828000,61.74731183,25411100,25411100,36828000,68.99940263,18147800,18147800,36828000,49.27718041,17534550,17534550,36828000,47.61200717,21743150,21743150,36828000,59.03972521,21464300,21464300,36828000,58.28255675,40143950,40143950,36828000,109.0038829,26308425,26308425,25341639,103.8150098,16454900,16454900,25341639,64.93226425,27100150,27100150,25341639,106.9392157,19154300,19154300,25341639,75.58429824,22016500,22016500,25341639,86.87875319,25527975,25527975,25341639,100.7352958,22598400,22598400,25341639,89.17497404
873,Distrik V Sumatera Timur,Resort HKBP Siantar Timur,Huria HKBP Sumber Jaya,2211000,2211000,30690000,7.204301075,2024550,2024550,30690000,6.596774194,2594900,2594900,30690000,8.455197133,3283225,3283225,30690000,10.69802867,2536050,2536050,30690000,8.26344086,3295050,3295050,30690000,10.73655914,4519350,4519350,30690000,14.72580645,3395700,3395700,30690000,11.06451613,2106500,2106500,30690000,6.863799283,3638250,3638250,30690000,11.85483871,2097700,2097700,30690000,6.835125448,5297050,5297050,30690000,17.25985663,2443650,2443650,3394324,71.99224352,1478675,1478675,3394324,43.56316604,3394325,3394325,3394324,100.0000295,3173500,3173500,3394324,93.4943158,3145450,3145450,3394324,92.66793624,2461250,2461250,3394324,72.51075619,2228600,2228600,3394324,65.65666684
874,Distrik V Sumatera Timur,Resort HKBP Siantar Kota,Huria HKBP Siantar Kota,29274301,29274301,82863000,35.32855557,31867275,31867275,82863000,38.45778574,26261125,26261125,82863000,31.69222089,37963775,37963775,82863000,45.81511048,32277526,32277526,82863000,38.95288126,27487350,27487350,82863000,33.17204301,35437325,35437325,82863000,42.76616222,27003075,27003075,82863000,32.5876145,30858300,30858300,82863000,37.24014337,39915150,39915150,82863000,48.17005177,35192300,35192300,82863000,42.47046329,47527150,47527150,82863000,57.35629895,32886700,32886700,36559986,89.95271497,26128575,26128575,36559986,71.46768328,47863750,47863750,36559986,130.9184035,35964225,35964225,36559986,98.37045616,37579575,37579575,36559986,102.7888112,37998400,37998400,36559986,103.9343943,33215325,33215325,36559986,90.85158019
875,Distrik V Sumatera Timur,Resort HKBP Siantar Baru,Huria HKBP Siantar Baru,18544185,18544185,15345000,120.8483871,11669625,11669625,15345000,76.0483871,15076600,15076600,15345000,98.25089606,21993950,21993950,15345000,143.3297491,15868050,15868050,15345000,103.4086022,16304475,16304475,15345000,106.2526882,20244400,20244400,15345000,131.9283154,11426800,11426800,15345000,74.46594982,11239250,11239250,15345000,73.2437276,16532450,16532450,15345000,107.7383513,15414850,15414850,15345000,100.4551971,29007825,29007825,15345000,189.0376344,14628350,14628350,19812990,73.83211721,12119250,12119250,19812990,61.16820328,24514875,24514875,19812990,123.7313248,15581775,15581775,19812990,78.64423795,15423100,15423100,19812990,77.84337447,15664275,15664275,19812990,79.06063143,15719275,15719275,19812990,79.33822709
876,Distrik V Sumatera Timur,Resort HKBP Siantar Baru,Huria HKBP Kampung Baru,2583900,2583900,27621000,9.35483871,2249500,2249500,27621000,8.144165671,2995850,2995850,27621000,10.84627638,3597550,3597550,27621000,13.02469136,4247100,4247100,27621000,15.37634409,2685650,2685650,27621000,9.723217841,3471600,3471600,27621000,12.56869773,2792900,2792900,27621000,10.11150936,2231900,2231900,27621000,8.080446037,3886300,3886300,27621000,14.0700916,2630100,2630100,27621000,9.522102748,7401350,7401350,27621000,26.79609717,3048650,3048650,3621068,84.19201186,2201100,2201100,3621068,60.78593387,5336650,5336650,3621068,147.3777902,3853300,3853300,3621068,106.4133565,4098050,4098050,3621068,113.1724121,4559500,4559500,3621068,125.91589,2254450,2254450,3621068,62.25925611
877,Distrik V Sumatera Timur,Resort HKBP Jorlang Hataran,Huria HKBP Jorlang Hataran,7065300,7065300,7672500,92.08602151,3399550,3399550,7672500,44.30824373,3506800,3506800,7672500,45.70609319,4870800,4870800,7672500,63.48387097,2664750,2664750,7672500,34.7311828,4120600,4120600,7672500,53.70609319,3110250,3110250,7672500,40.53763441,3029125,3029125,7672500,39.48028674,4221800,4221800,7672500,55.02508961,3938550,3938550,7672500,51.33333333,4219050,4219050,7672500,54.98924731,10746450,10746450,7672500,140.0645161,7335350,7335350,4766695,153.8875468,4276525,4276525,4766695,89.71677441,8940250,8940250,4766695,187.5565775,5553900,5553900,4766695,116.514692,5388350,5388350,4766695,113.0416358,7718150,7718150,4766695,161.9182683,5656750,5656750,4766695,118.6723715
878,Distrik V Sumatera Timur,Resort HKBP Jorlang Hataran,Huria HKBP Bosar Hataran,2067450,2067450,3069000,67.3655914,424600,424600,3069000,13.83512545,447700,447700,3069000,14.58781362,757900,757900,3069000,24.6953405,423500,423500,3069000,13.79928315,456500,456500,3069000,14.87455197,550000,550000,3069000,17.92114695,717200,717200,3069000,23.36917563,324500,324500,3069000,10.5734767,714452,714452,3069000,23.27963506,1259500,1259500,3069000,41.03942652,2998050,2998050,3069000,97.68817204,1297450,1297450,850508,152.5500054,678700,678700,850508,79.79936697,1199000,1199000,850508,140.9745705,1012000,1012000,850508,118.9877109,888800,888800,850508,104.5022504,1403050,1403050,850508,164.9661144,1155550,1155550,850508,135.865859
879,Distrik V Sumatera Timur,Resort HKBP Jorlang Hataran,Huria HKBP Bukit Dua,2856700,2856700,4603500,62.05495818,1150875,1150875,4603500,25,1575750,1575750,4603500,34.22939068,1920600,1920600,4603500,41.72043011,1507000,1507000,4603500,32.73596177,1580150,1580150,4603500,34.32497013,2049300,2049300,4603500,44.51612903,935550,935550,4603500,20.32258065,2028400,2028400,4603500,44.06212664,4282300,4282300,4603500,93.02270012,1922800,1922800,4603500,41.76821983,4811400,4811400,4603500,104.516129,2081750,2081750,2096622,99.29066851,1626900,1626900,2096622,77.59624768,3370675,3370675,2096622,160.7669384,2949100,2949100,2096622,140.6595943,2211000,2211000,2096622,105.4553467,2236080,2236080,2096622,106.6515566,1970650,1970650,2096622,93.9916685
880,Distrik V Sumatera Timur,Resort HKBP Jorlang Hataran,Huria HKBP Bah Bunian,1296075,1296075,3069000,42.2311828,591250,591250,3069000,19.26523297,433950,433950,3069000,14.13978495,1322750,1322750,3069000,43.10035842,583000,583000,3069000,18.99641577,449900,449900,3069000,14.65949821,1149500,1149500,3069000,37.45519713,432300,432300,3069000,14.08602151,506550,506550,3069000,16.50537634,898700,898700,3069000,29.28315412,1030700,1030700,3069000,33.58422939,2994200,2994200,3069000,97.56272401,749100,749100,959844,78.04393214,442750,442750,959844,46.12728735,796950,796950,959844,83.02911723,779900,779900,959844,81.25278691,1323850,1323850,959844,137.9234542,1229250,1229250,959844,128.067686,1048850,1048850,959844,109.2729652
881,Distrik V Sumatera Timur,Resort HKBP Jorlang Hataran,Huria HKBP Hutaurung,1897913,1897913,3069000,61.84141414,848100,848100,3069000,27.6344086,982300,982300,3069000,32.00716846,959475,959475,3069000,31.26344086,1020800,1020800,3069000,33.26164875,1370325,1370325,3069000,44.65053763,805200,805200,3069000,26.23655914,896225,896225,3069000,29.20250896,1656600,1656600,3069000,53.97849462,1086250,1086250,3069000,35.39426523,1245475,1245475,3069000,40.58243728,3140500,3140500,3069000,102.3297491,1768250,1768250,1225519,144.2858087,1129700,1129700,1225519,92.18135337,1476200,1476200,1225519,120.4550888,818675,818675,1225519,66.80230988,1356300,1356300,1225519,110.6714788,1626900,1626900,1225519,132.7519198,660000,660000,1225519,53.8547342
882,Distrik V Sumatera Timur,Resort HKBP Pardamean,Huria HKBP Pardamean,20841150,20841150,46035000,45.27240143,13254450,13254450,46035000,28.7921147,14426005,14426005,46035000,31.33703704,20180600,20180600,46035000,43.83751493,13179100,13179100,46035000,28.62843489,13365055,13365055,46035000,29.03237754,16045150,16045150,46035000,34.85424134,13864950,13864950,46035000,30.11827957,13134000,13134000,46035000,28.53046595,16872350,16872350,46035000,36.65113501,13935900,13935900,46035000,30.27240143,35987600,35987600,46035000,78.1744325,17109950,17109950,18459593,92.68866329,11385000,11385000,18459593,61.67524929,18172000,18172000,18459593,98.44204041,16951550,16951550,18459593,91.83057286,13853950,13853950,18459593,75.05013789,16997750,16997750,18459593,92.08084924,12780900,12780900,18459593,69.23717116
883,Distrik V Sumatera Timur,Resort HKBP Serbelawan,Huria HKBP Serbalawan,11998800,11998800,24552000,48.87096774,12670900,12670900,24552000,51.60842294,12720950,12720950,24552000,51.81227599,10373550,8215350,24552000,33.46102151,14691050,14691050,24552000,59.83646953,11052250,10793200,24552000,43.96057348,13398000,13398000,24552000,54.56989247,10155750,10155750,24552000,41.36424731,12280950,12280950,24552000,50.02016129,13792350,13792350,24552000,56.17607527,12060400,12060400,24552000,49.1218638,22716100,22716100,24552000,92.52240143,15028750,15028750,14013816,107.2423814,9601350,9601350,14013816,68.51345843,16505500,16505500,14013816,117.7801963,12529275,12529275,14013816,89.4065899,13968350,13968350,14013816,99.67556303,15497900,15497900,14013816,110.590149,11888250,11888250,14013816,84.83235401
884,Distrik V Sumatera Timur,Resort HKBP Serbelawan,Huria HKBP Dolok Merangir,3730100,3730100,1534500,243.0824373,4328500,4328500,1534500,282.078853,3483700,3483700,1534500,227.0250896,7105450,7105450,1534500,463.046595,5815150,5815150,1534500,378.9605735,3398450,3398450,1534500,221.4695341,6719900,6719900,1534500,437.921147,4576550,4576550,1534500,298.2437276,3775200,3775200,1534500,246.0215054,5341600,5341600,1534500,348.1003584,4359850,4359850,1534500,284.1218638,9914850,8501350,1534500,554.0143369,4296600,4296600,5628242,76.34000102,2021800,2021800,5628242,35.92240703,9445150,7795150,5628242,138.5006188,4625500,4625500,5628242,82.18374405,4759150,4759150,5628242,84.55837542,4913700,4864750,5628242,86.43462737,5946600,5616600,5628242,99.79315033
885,Distrik V Sumatera Timur,Resort HKBP Pardamean Bukit Hataran,Huria HKBP Bukit Hataran,8045400,8045400,15345000,52.43010753,5236550,5236550,15345000,34.12544803,5277250,5277250,15345000,34.390681,8902850,8902850,15345000,58.01792115,6541150,6541150,15345000,42.62724014,7276500,7276500,15345000,47.41935484,8959500,8959500,15345000,58.38709677,5859700,5859700,15345000,38.18637993,6508150,6508150,15345000,42.41218638,5836050,5836050,15345000,38.03225806,5975200,5975200,15345000,38.9390681,11128150,11128150,15345000,72.51971326,9887625,9887625,8333027,118.6558618,4776750,4776750,8333027,57.3231072,9317550,9317550,8333027,111.8147103,7424450,7424450,8333027,89.09667519,7549300,7549300,8333027,90.59493027,8454600,8454600,8333027,101.4589296,6991050,6991050,8333027,83.89568401
886,Distrik V Sumatera Timur,Resort HKBP Pardamean Bukit Hataran,Huria HKBP Lumban Holbung,2585000,2585000,15345000,16.84587814,1411300,1411300,15345000,9.197132616,1986600,1986600,15345000,12.94623656,2164250,2164250,15345000,14.10394265,2053700,2053700,15345000,13.38351254,2050950,2050950,15345000,13.3655914,6348375,6348375,15345000,41.37096774,6720175,6720175,15345000,43.79390681,5288525,5288525,15345000,34.46415771,5978225,5947700,15345000,38.75985663,4110975,4110975,15345000,26.79032258,10825655,10825655,15345000,70.54841968,8421875,8421875,3085156,272.9805235,4553450,4553450,3085156,147.5922125,6410800,6410800,3085156,207.7950029,4852375,4852375,3085156,157.2813498,5936975,5936975,3085156,192.4367844,4995925,4995925,3085156,161.934275,5794525,5794525,3085156,187.8195138
887,Distrik V Sumatera Timur,RESORT MARANATHA PERDAGANGAN,Huria HKBP PERDAGANGAN JL. KARTINI,15057900,15057900,0,0,12903000,12903000,0,0,15666200,15666200,0,0,21467875,21467875,0,0,18177499,18177499,0,0,15243250,15243250,0,0,21860300,21860300,0,0,14010590,14010590,0,0,10127810,10127810,0,0,14839968,14839968,0,0,10583650,10583650,0,0,29040011,29040011,0,0,16413375,16413375,16997682,96.56243128,11461252,3645202,16997682,21.44528883,22801955,22801955,16997682,134.1474385,27344900,22768900,16997682,133.9529708,25631100,18940350,16997682,111.4290172,27417500,23593900,16997682,138.8065737,14342075,14112725,16997682,83.02735044
888,Distrik V Sumatera Timur,RESORT MARANATHA PERDAGANGAN,Huria HKBP SUGARAN,2825900,2825900,0,0,1703350,1703350,0,0,1667050,1667050,0,0,2284150,2284150,0,0,1739650,1739650,0,0,1815000,1815000,0,0,2078450,2078450,0,0,1899700,1899700,0,0,1497650,1497650,0,0,1272150,1272150,0,0,882750,882750,0,0,3519450,3519450,0,0,1817200,1817200,2340973,77.6258419,1118150,1118150,2340973,47.76432706,1637350,1637350,2340973,69.94313903,1234200,1234200,2340973,52.72166744,1853500,1853500,2340973,79.17647918,656975,656975,2340973,28.06418528,0,0,2340973,0
889,Distrik V Sumatera Timur,RESORT MARANATHA PERDAGANGAN,Huria HKBP PERDAGANGAN JL. KARET (POSPEL),1626900,1626900,0,0,1356850,1356850,0,0,2257200,2257200,0,0,1580700,1580700,0,0,2296250,2296250,0,0,1802350,1802350,0,0,1728650,1728650,0,0,1476200,1476200,0,0,1603800,1603800,0,0,1024650,1024650,0,0,0,0,0,0,0,0,0,0,0,0,1732170,0,0,0,1732170,0,0,0,1732170,0,0,0,1732170,0,0,0,1732170,0,0,0,1732170,0,0,0,1732170,0
890,Distrik VI Dairi,Resort HKBP Sidikalang,Huria HKBP Sidikalang,65160425,65160425,268537500,24.26492576,57341900,57341900,268537500,21.35340502,86149250,86149250,268537500,32.08090118,129195000,129195000,268537500,48.11059908,85392175,85392175,268537500,31.79897593,82376250,82376250,268537500,30.67588326,86430300,86430300,268537500,32.18556068,71625125,71625125,268537500,26.67229903,57178275,57178275,268537500,21.29247312,74939425,74939425,268537500,27.90650282,61047525,61047525,268537500,22.73333333,144509750,144509750,268537500,53.81362007,90213200,90213200,86572294,104.205625,66001650,66001650,86572294,76.23876757,115904525,115904525,86572294,133.8817763,82649050,82649050,86572294,95.4682453,77693550,77693550,86572294,89.74412761,119143750,119143750,86572294,137.6234179,66773025,66773025,86572294,77.12978589
